"linhas","xdist","transecto","ydist","FILE","Time","AB12","Mask","Model","Comp","LAI","SEL","DIFN","MTA","SEM","SMP","Prompt1","Prompt2","Rspns1","file_name","ano","mes","dia","hora","minuto","status"
1,0,"E",200,8,"09/09/2010 07:15"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.72,"0","0.065",42,14,2,"  LINHA","  PONTO","LINHA1 ","LAI_ABC_setembro2010_1a2.txt","2010","9","9","7","15","bom"
1,0,"H",350,11,"06/06/2012 06:47"," 2  2  0  0  0","11111","Horizontal","F-P-S (dflt)",2.83,"0","0.085",45,10,2,"  LINHA","  PONTO","1","LAI_ABC_junho2012_1a2.txt","2012","6","6","6","47","bom"
1,0,"R",850,21,"7/14/2006 07:24"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.42,"0","0.026",59,3,2,"LINHA  ","PONTO  ","1","LAI_ABC_julho2006_1a4.txt","2006","7","14","7","24","bom"
1,0,"P",750,1,"20230510 07:21:44","2.0.3","11110","Horizontal","a-p-s",5.15,"0","0.04",3,38,1,"LINHA","PONTO","1","P0S.1","2023","5","10","07","","bom"
1,0,"I",400,12,"03/08/2012 06:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.79,"0,00","0,288",66,7,2,"  LINHA","  PONTO","1","LAI_ABC_marco2012_1a6.txt","2012","3","8","6","23","bom"
1,0,"C",100,1,"20231207 06:36:43","2.0.3","11110","Horizontal","a-p-s",5.22,"0","0.082",90,27,1,"LINHA","PONTO","1","C0D.30","2023","12","7","06","","bom"
1,0,"P",750,1,"20231208 06:48:29","2.0.3","11110","Horizontal","a-p-s",6.74,"0","0.011",45,1,1,"LINHA","PONTO","1","P0D.30","2023","12","8","06","","bom"
1,0,"E",200,8,"3/24/2008 06:50"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.1,"0","0.119",60,3,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2008_1a4.txt","2008","3","24","6","50","bom"
1,0,"T",950,23,"12 mar 06:45:14"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.19,"0.01","0.047",49,7,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20140312AB.txt","2014","03","12","06","45","bom"
1,0,"G",300,10,"03/08/2012 06:22"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.61,"0,00","0,327",73,12,2,"  LINHA","  PONTO","1","LAI_ABC_marco2012_1a6.txt","2012","3","8","6","22","bom"
1,0,"S",900,22,"15/04/2017 06:46"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.01,"0,00","0,055",46,6,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20160415AD.txt","2016","04","15","01"," 0","bom"
1,0,"Edge",,1,"20240116 06:35:29","2.0.3","11110","Horizontal","a-p-s",3.67,"0","0.091",39,9,1,"LINHA","PONTO","1","BOS.1","2024","1","16","06","","bom"
1,0,"A",0,2,"15/04/2017 06:31"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.61,"0,01","0,309",51,6,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20160415AD.txt","2016","04","15","01"," 0","bom"
1,0,"T",950,24,"06 out 06:39:44"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.98,"0,02","0,080",64,6,2,"  LINHA","  PONTO","1","Cruzada_Ar1_linha_1e3_20151006AB.txt","2015","10","06","06","39","bom"
1,0,"K",500,1,"20230809 06:55:36","2.0.3","11110","Horizontal","a-p-s",4.53,"0","0.059",0,58,1,"LINHA","PONTO","1","K0S.1","2023","8","9","06","","bom"
1,0,"D",150,7,"06/06/2012 06:43"," 2  2  0  0  0","11111","Horizontal","F-P-S (dflt)",1.85,"0.01","0.211",49,6,2,"  LINHA","  PONTO","1","LAI_ABC_junho2012_1a2.txt","2012","6","6","6","43","bom"
1,0,"N",650,17,"3/21/2007 06:58"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.94,"0.01","0.034",58,4,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2007_1a8_prob.txt","2007","3","21","6","58","bom"
1,0,"L",550,15,"12/03/2013 06:31"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","1","LAI_ABC_marco2013.txt","2013","3","3","6","31","bom"
1,0,"Q",800,20,"6/18/2009 06:55"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.59,"0","0.075",56,10,2,"  LINHA","  PONTO","1","LAI_ABC_junho2009_1a2.txt","2009","6","18","6","55","bom"
1,0,"G",300,10,"9/16/2009 06:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.31,"0.01","0.093",59,13,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2009_1a4.txt","2009","9","16","6","23","bom"
1,0,"A",0,2,"11/09/2007 06:17"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.83,"0.27","0.06",47,13,2,"LINHA  ","PONTO  ","1","LAI_ABC_novembro2007_1a4.txt","2007","11","9","6","17","bom"
1,0,"J",450,13,"03/08/2012 06:24"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.08,"0,00","0,238",68,9,2,"  LINHA","  PONTO","1","LAI_ABC_marco2012_1a6.txt","2012","3","8","6","24","bom"
1,0,"K",500,14,"12 mar 06:37:22"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.02,"0.01","0.117",50,6,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20140312AB.txt","2014","03","12","06","37","bom"
1,0,"R",850,21,"11/09/2007 06:37"," 1  1  0  0  0","11110","Horizontal","F-P-S (dflt)",4.56,"0","0.054",43,12,1,"LINHA  ","PONTO  ","1","LAI_ABC_novembro2007_1a4.txt","2007","11","9","6","37","bom"
1,0,"D",150,7,"15/04/2017 06:34"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.24,"0,02","0,202",43,7,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20160415AD.txt","2016","04","15","01"," 0","bom"
1,0,"K",500,14,"01 out 06:31:34"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.13,"0.02","0.026",49,5,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20141001AB.txt","2014","10","01","06","31","bom"
1,0,"A",0,1,"05/07/2010 06:32"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.6,"0,01","0,672",44,20,2,"  LINHA","  PONTO","1","LAI_ABC_maio2010_1a2.txt","2010","5","7","6","32","bom"
1,0,"N",650,17,"3/24/2008 06:58"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.3,"0.01","0.078",54,10,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2008_1a4.txt","2008","3","24","6","58","bom"
1,0,"B",50,5,"08/10/2013 06:22"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.86,"0.01","0.057",42,7,2,"  LINHA","  PONTO","1","LAI_ABC_outubro_20131008.txt","2013","10","10","6","22","bom"
1,0,"B",50,5,"17 nov 06:02:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.95206,"0,02","0,007",74,12,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20161117CD.txt","2016","11","17","06","02","corr"
1,0,"M",600,16,"03/04/2009 06:48"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.29,"0.02","0.055",58,4,2,"  LINHA","  PONTO","1","LAI_ABC_marco2009_1a4.txt","2009","3","4","6","48","bom"
1,0,"A",0,1,"08/10/2013 06:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.63,"0.01","0.419",90,25,2,"  LINHA","  PONTO","1","LAI_ABC_outubro_20131008.txt","2013","10","10","6","20","bom"
1,0,"A",0,2,"08/10/2013 06:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.89,"0.03","0.06",53,7,2,"  LINHA","  PONTO","1","LAI_ABC_outubro_20131008.txt","2013","10","10","6","20","bom"
1,0,"I",400,12,"12/02/2010 06:19"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.33,"0.01","0.086",78,9,2,"  LINHA","  PONTO","1","LAI_ABC_dezembro2010_1e2.txt","2010","12","2","6","19","bom"
1,0,"M",600,17,"17 nov 06:12:24"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.990628,"0,00","0,021",90,25,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20161117CD.txt","2016","11","17","06","12","corr"
1,0,"F",250,9,"12/03/2013 06:26"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","1","LAI_ABC_marco2013.txt","2013","3","3","6","26","bom"
1,0,"O",700,18,"18/12/2017 05:57"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.38,"0.05","0.112",83,40,2,"  LINHA","  PONTO","1","LAI_ABC_dezembro2012_1e3.txt","2012","12","12","5","57","bom"
1,0,"A",0,1,"9/16/2009 06:16"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.37,"0.01","0.763",42,5,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2009_1a4.txt","2009","9","16","6","16","bom"
1,0,"F",250,11,"21/09/2017 06:26"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.73,"0,01","0,068",39,8,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1_20170921AB.TXT","2017","09","21","01"," 0","bom"
1,0,"P",750,21,"21/09/2017 06:34"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.4,"0,03","0,045",51,14,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1_20170921AB.TXT","2017","09","21","01"," 0","bom"
1,0,"A",0,2,"11/26/2008 08:47"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.55,"0.01","0.029",58,2,2,"  LINHA","  PONTO","1","LAI_ABC_novembro2008_1a6.txt","2008","11","26","8","47","bom"
1,0,"C",100,6,"08/10/2013 06:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.17,"0","0.045",43,9,2,"  LINHA","  PONTO","1","LAI_ABC_outubro_20131008.txt","2013","10","10","6","23","bom"
1,0,"T",950,23,"04/08/2005 07:22"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.28,"0","0.022",49,8,2,,,"1BB    ","LAI_ABC_abril2005_1a4.txt","2005","4","8","7","22","bom"
1,0,"F",250,9,"03/04/2009 06:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.08,"0","0.058",60,8,2,"  LINHA","  PONTO","1","LAI_ABC_marco2009_1a4.txt","2009","3","4","6","41","bom"
1,0,"F",250,9,"3/24/2008 06:51"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.72,"0","0.033",51,9,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2008_1a4.txt","2008","3","24","6","51","bom"
1,0,"F",250,1,"20240209 06:50:01","2.0.3","11110","Horizontal","a-p-s",5.73,"0","0.026",39,11,1,"LINHA","PONTO","1","F0S.1","2024","2","9","06","","bom"
1,0,"T",950,23,"15/4/2015 06:52"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.58,"0.02","0.039",41,4,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1,3_20150415AB.txt","2015","04","15","15","06","bom"
1,0,"I",400,12,"06/06/2012 06:48"," 2  2  0  0  0","11111","Horizontal","F-P-S (dflt)",2.88,"0.01","0.081",44,10,2,"  LINHA","  PONTO","1","LAI_ABC_junho2012_1a2.txt","2012","6","6","6","48","bom"
1,0,"B",50,5,"09/09/2010 07:13"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.76,"0.01","0.035",51,10,2,"  LINHA","  PONTO","LINHA1 ","LAI_ABC_setembro2010_1a2.txt","2010","9","9","7","13","bom"
1,0,"G",300,10,"12/03/2013 06:27"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","1","LAI_ABC_marco2013.txt","2013","3","3","6","27","bom"
1,0,"A",0,1,"12/03/2013 06:17"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","1","LAI_ABC_marco2013.txt","2013","3","3","6","17","bom"
1,0,"A",0,2,"12/03/2013 06:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","1","LAI_ABC_marco2013.txt","2013","3","3","6","20","bom"
1,0,"S",900,22,"01 out 06:39:44"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.85,"0","0.034",39,10,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20141001AB.txt","2014","10","01","06","39","bom"
1,0,"AA",10,5,"21/09/2017 06:22"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.61,"0,02","0,083",31,16,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1_20170921AB.TXT","2017","09","21","01"," 0","bom"
1,0,"M",600,16,"11/09/2007 06:32"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.67,"0","0.108",40,20,2,"LINHA  ","PONTO  ","1","LAI_ABC_novembro2007_1a4.txt","2007","11","9","6","32","bom"
1,0,"K",500,14,"9/16/2009 06:27"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.71,"0.02","0.073",55,8,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2009_1a4.txt","2009","9","16","6","27","bom"
1,0,"O",700,18,"11/22/2011 06:13"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.17,"0.01","0.047",48,9,2,"  LINHA","  PONTO","1","LAI_ABC_novembro2011_1e2.txt","2011","11","22","6","13","bom"
1,0,"O",700,18,"11/26/2008 09:00"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.76,"0.01","0.017",52,9,2,"  LINHA","  PONTO","1","LAI_ABC_novembro2008_1a6.txt","2008","11","26","9","0","bom"
1,0,"U",1000,1,"20230510 07:47:43","2.0.3","11110","Horizontal","a-p-s",5.92,"0","0.027",56,16,1,"LINHA","PONTO","1","U0D.30","2023","5","10","07","","bom"
1,0,"L",550,15,"15/04/2017 06:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.91,"0,00","0,114",42,7,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20160415AD.txt","2016","04","15","01"," 0","bom"
1,0,"B",50,1,"20231207 06:11:47","2.0.3","11110","Horizontal","a-p-s",1.54,"0","0.391",62,32,1,"LINHA","PONTO","1","B0S.30","2023","12","7","06","","bom"
1,0,"K",500,14,"09/09/2010 07:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.09,"0","0.05",43,12,2,"  LINHA","  PONTO","LINHA1 ","LAI_ABC_setembro2010_1a2.txt","2010","9","9","7","20","bom"
1,0,"U",1000,1,"20230919 07:14:21","2.0.3","11110","Horizontal","a-p-s",3.07,"0","0.242",70,16,1,"LINHA","PONTO","1","U0D.30","2023","9","19","07","","bom"
1,0,"K",500,1,"20230915 07:10:46","2.0.3","11110","Horizontal","a-p-s",4.76,"0","0.051",61,2,1,"LINHA","PONTO","1","K0D.30","2023","9","15","07","","bom"
1,0,"E",200,8,"11/22/2011 06:04"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.68,"0","0.166",43,11,2,"  LINHA","  PONTO","1","LAI_ABC_novembro2011_1e2.txt","2011","11","22","6","4","bom"
1,0,"A",0,4,"23 nov 05:56:36"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.27,"0,01","0,103",59,11,2,"  LINHA","  PONTO","1      ","Cruzada_Ar1_Linha_1e3e5e7_20181123AB.TXT","2018","11","23","05","56","bom"
1,0,"S",900,22,"3/21/2007 07:02"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.59,"0","0.034",46,11,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2007_1a8_prob.txt","2007","3","21","7","2","bom"
1,0,"A",0,1,"03/04/2009 06:33"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.28,"0","0.815",0,0,2,"  LINHA","  PONTO","1","LAI_ABC_marco2009_1a4.txt","2009","3","4","6","33","bom"
1,0,"O",700,18,"04/08/2005 07:17"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.75,"0.01","0.036",54,6,2,,,"1BB    ","LAI_ABC_abril2005_1a4.txt","2005","4","8","7","17","bom"
1,0,"C",100,6,"12/02/2010 06:13"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.53,"0.01","0.051",64,13,2,"  LINHA","  PONTO","1","LAI_ABC_dezembro2010_1e2.txt","2010","12","2","6","13","bom"
1,0,"A",0,1,"08/03/2005 07:00"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0.94,"0.01","0.572",75,15,2,,,"1","LAI_ABC_agosto2005_1a4.txt","2005","8","3","7","0","bom"
1,0,"U",1000,24,"3/21/2007 07:04"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.19,"0.01","0.098",70,10,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2007_1a8_prob.txt","2007","3","21","7","4","bom"
1,0,"A",0,1,"20240116 07:09:21","2.0.3","11110","Horizontal","a-p-s",7.11,"0","0.012",40,11,1,"LINHA","PONTO","1","A0D.30","2024","1","16","07","","bom"
1,0,"D",150,7,"12/03/2013 06:24"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",0,"0","0",0,0,0,"  LINHA","  PONTO","1","LAI_ABC_marco2013.txt","2013","3","3","6","24","bom"
1,0,"G",300,10,"11/09/2007 06:26"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.07,"0","0.051",42,1,2,"LINHA  ","PONTO  ","1","LAI_ABC_novembro2007_1a4.txt","2007","11","9","6","26","bom"
1,0,"L",550,15,"12/02/2010 06:21"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.43,"0","0.048",62,14,2,"  LINHA","  PONTO","1","LAI_ABC_dezembro2010_1e2.txt","2010","12","2","6","21","bom"
1,0,"B",50,5,"08/03/2005 07:03"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.79,"0","0.043",58,4,2,,,"1","LAI_ABC_agosto2005_1a4.txt","2005","8","3","7","3","bom"
1,0,"F",250,9,"11/22/2011 06:05"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.18,"0","0.047",52,9,2,"  LINHA","  PONTO","1","LAI_ABC_novembro2011_1e2.txt","2011","11","22","6","5","bom"
1,0,"G",300,10,"6/18/2009 06:42"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.69,"0","0.298",66,14,2,"  LINHA","  PONTO","1","LAI_ABC_junho2009_1a2.txt","2009","6","18","6","42","bom"
1,0,"H",350,11,"05/07/2010 06:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.8,"0,01","0,126",46,14,2,"  LINHA","  PONTO","1","LAI_ABC_maio2010_1a2.txt","2010","5","7","6","41","bom"
1,0,"M",600,31,"06 out 06:46:54"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.7,"0,00","0,041",61,14,2,"  LINHA","  PONTO","1","Cruzada_Ar1_linha_1e3_20151006AB.txt","2015","10","06","06","46","bom"
1,0,"B",50,5,"3/24/2008 06:47"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.03,"0.01","0.028",56,7,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2008_1a4.txt","2008","3","24","6","47","bom"
1,0,"L",550,15,"01 out 06:32:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.09,"0.01","0.025",40,2,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20141001AB.txt","2014","10","01","06","32","bom"
1,0,"R",850,21,"9/16/2009 06:34"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.86,"0","0.033",58,8,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2009_1a4.txt","2009","9","16","6","34","bom"
1,0,"K",500,14,"15/4/2015 06:44"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.71,"0.01","0.032",43,1,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1,3_20150415AB.txt","2015","04","15","15","06","bom"
1,0,"K",500,1,"20231208 06:18:10","2.0.3","11110","Horizontal","a-p-s",4.61,"0","0.059",48,12,1,"LINHA","PONTO","1","K0S.1","2023","12","8","06","","bom"
1,0,"L",550,17,"23 nov 06:07:20"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.38,"0,00","0,082",40,8,2,"  LINHA","  PONTO","1      ","Cruzada_Ar1_Linha_1e3e5e7_20181123AB.TXT","2018","11","23","06","07","bom"
1,0,"S",900,22,"15/4/2015 06:51"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.37,"0.02","0.047",41,7,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1,3_20150415AB.txt","2015","04","15","15","06","bom"
1,0,"I",400,12,"11/22/2011 06:08"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.98,"0.01","0.154",47,15,2,"  LINHA","  PONTO","1","LAI_ABC_novembro2011_1e2.txt","2011","11","22","6","8","bom"
1,0,"E",200,8,"04/09/2017 06:23"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.29,"0.01","0.213",68,7,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2012_1a2.txt","2012","9","9","6","23","bom"
1,0,"AA",10,3,"7/14/2006 07:03"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.71,"0.01","0.038",58,8,2,"LINHA  ","PONTO  ","1","LAI_ABC_julho2006_1a4.txt","2006","7","14","7","3","bom"
1,0,"Q",800,20,"11/26/2008 09:02"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",6.39,"0","0.011",53,11,2,"  LINHA","  PONTO","1","LAI_ABC_novembro2008_1a6.txt","2008","11","26","9","2","bom"
1,0,"AB",20,6,"21/09/2017 06:22"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.95,"0,02","0,039",48,9,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1_20170921AB.TXT","2017","09","21","01"," 0","bom"
1,0,"J",450,13,"7/24/2007 07:53"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.02,"0.03","0.025",45,13,2,"LINHA  ","PONTO  ","1","LAI_ABC_julho2007_1a4.txt","2007","7","24","7","53","bom"
1,0,"A",0,1,"20231114 07:09:15","2.0.3","11110","Horizontal","a-p-s",5.5,"0","0.029",41,8,1,"LINHA","PONTO","1","A0D.30","2023","11","14","07","","bom"
1,0,"E",200,8,"08/03/2005 07:06"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.14,"0.01","0.028",57,5,2,,,"1","LAI_ABC_agosto2005_1a4.txt","2005","8","3","7","6","bom"
1,0,"D",150,7,"08 out 06:24:16"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.23,"0","0.051",54,3,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3e5_20131008CD.txt","2013","10","08","06","24","bom"
1,0,"L",550,15,"09/09/2010 07:21"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",5.18,"0.01","0.024",53,9,2,"  LINHA","  PONTO","LINHA1 ","LAI_ABC_setembro2010_1a2.txt","2010","9","9","7","21","bom"
1,0,"A",0,2,"05/07/2010 06:33"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.72,"0,01","0,152",64,7,2,"  LINHA","  PONTO","1","LAI_ABC_maio2010_1a2.txt","2010","5","7","6","33","bom"
1,0,"I",400,12,"05/07/2010 06:42"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.46,"0,02","0,089",60,6,2,"  LINHA","  PONTO","1","LAI_ABC_maio2010_1a2.txt","2010","5","7","6","42","bom"
1,0,"D",150,7,"6/18/2009 06:38"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.1,"0","0.462",79,18,2,"  LINHA","  PONTO","1","LAI_ABC_junho2009_1a2.txt","2009","6","18","6","38","bom"
1,0,"H",350,11,"9/16/2009 06:24"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",3.91,"0.02","0.069",63,5,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2009_1a4.txt","2009","9","16","6","24","bom"
1,0,"AB",20,4,"7/24/2007 07:44"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.97,"0.03","0.113",45,6,2,"LINHA  ","PONTO  ","1","LAI_ABC_julho2007_1a4.txt","2007","7","24","7","44","bom"
1,0,"C",100,6,"12 mar 06:29:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",2.08,"0.02","0.214",46,9,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20140312AB.txt","2014","03","12","06","29","bom"
1,0,"F",250,9,"3/21/2007 06:50"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.01,"0.01","0.066",50,10,2,"LINHA  ","PONTO  ","1","LAI_ABC_marco2007_1a8_prob.txt","2007","3","21","6","50","bom"
1,0,"U",1000,24,"11/09/2007 06:41"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.78,"0","0.032",45,2,2,"LINHA  ","PONTO  ","1","LAI_ABC_novembro2007_1a4.txt","2007","11","9","6","41","bom"
1,0,"D",150,7,"12/02/2010 06:14"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.44,"0.02","0.062",65,10,2,"  LINHA","  PONTO","1","LAI_ABC_dezembro2010_1e2.txt","2010","12","2","6","14","bom"
1,0,"T",950,23,"11/09/2007 06:39"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.97,"0","0.028",40,2,2,"LINHA  ","PONTO  ","1","LAI_ABC_novembro2007_1a4.txt","2007","11","9","6","39","bom"
1,0,"B",50,5,"12 mar 06:28:52"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",1.94,"0","0.239",43,4,2,"  LINHA","  PONTO","1","Cruzada_Ar1_Linha_1e3_20140312AB.txt","2014","03","12","06","28","bom"
1,0,"F",250,9,"7/14/2006 07:09"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.32,"0.01","0.044",51,9,2,"LINHA  ","PONTO  ","1","LAI_ABC_julho2006_1a4.txt","2006","7","14","7","9","bom"
1,0,"N",650,17,"9/16/2009 06:30"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.32,"0","0.058",58,9,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2009_1a4.txt","2009","9","16","6","30","bom"
1,0,"P",750,1,"20231019 07:02:29","2.0.3","11110","Horizontal","a-p-s",6.8,"0","0.012",48,8,1,"LINHA","PONTO","1","P0D.30","2023","10","19","07","","bom"
1,0,"N",650,17,"11/09/2007 06:33"," 1  1  0  0  0","11110","Horizontal","F-P-S (dflt)",5.25,"0","0.023",49,4,1,"LINHA  ","PONTO  ","1","LAI_ABC_novembro2007_1a4.txt","2007","11","9","6","33","bom"
1,0,"O",700,18,"9/16/2009 06:31"," 2  2  0  0  0","11110","Horizontal","F-P-S (dflt)",4.76,"0","0.038",60,6,2,"  LINHA","  PONTO","1","LAI_ABC_setembro2009_1a4.txt","2009","9","16","6","31","bom"
